point_id,image_path,image_id,x,y,label
14579,images/train/113.png,113,198,193,0
14580,images/train/113.png,113,517,202,0
14581,images/train/113.png,113,121,209,0
14582,images/train/113.png,113,458,216,0
14583,images/train/113.png,113,175,217,0
14584,images/train/113.png,113,384,217,0
14585,images/train/113.png,113,293,250,0
14586,images/train/113.png,113,475,258,0
14587,images/train/113.png,113,335,260,0
14588,images/train/113.png,113,407,272,0
14589,images/train/113.png,113,499,277,0
14590,images/train/113.png,113,529,294,0
14591,images/train/113.png,113,449,300,0
14592,images/train/113.png,113,323,314,0
14593,images/train/113.png,113,370,346,0
14594,images/train/113.png,113,421,357,0
14595,images/train/113.png,113,497,370,0
14596,images/train/113.png,113,334,372,0
14597,images/train/113.png,113,382,382,0
14598,images/train/113.png,113,455,397,0
14599,images/train/113.png,113,259,414,0
14600,images/train/113.png,113,425,415,0
14601,images/train/113.png,113,303,420,0
14602,images/train/113.png,113,453,421,0
14603,images/train/113.png,113,400,430,0
14604,images/train/113.png,113,354,437,0
14605,images/train/113.png,113,528,442,0
14606,images/train/113.png,113,326,451,0
14607,images/train/113.png,113,422,453,0
14608,images/train/113.png,113,471,456,0
14609,images/train/113.png,113,218,476,0
14610,images/train/113.png,113,478,486,0
14611,images/train/113.png,113,446,502,0
14612,images/train/113.png,113,249,512,0
14613,images/train/113.png,113,355,520,0
14614,images/train/113.png,113,198,523,0
14615,images/train/113.png,113,402,541,0
14616,images/train/113.png,113,361,552,0
14617,images/train/113.png,113,290,573,0
14618,images/train/113.png,113,430,580,0
14619,images/train/113.png,113,269,591,0
14620,images/train/113.png,113,210,605,0
14621,images/train/113.png,113,360,606,0
14622,images/train/113.png,113,246,610,0
14623,images/train/113.png,113,428,623,0
14624,images/train/113.png,113,386,632,0
14625,images/train/113.png,113,305,634,0
14626,images/train/114.png,114,496,233,1
14627,images/train/114.png,114,85,348,1
14628,images/train/114.png,114,183,356,1
14629,images/train/114.png,114,279,419,1
14630,images/train/114.png,114,130,497,1
14631,images/train/114.png,114,303,528,1
14632,images/train/114.png,114,244,10,0
14633,images/train/114.png,114,164,15,0
14634,images/train/114.png,114,415,18,0
14635,images/train/114.png,114,445,20,0
14636,images/train/114.png,114,561,21,0
14637,images/train/114.png,114,521,25,0
14638,images/train/114.png,114,190,33,0
14639,images/train/114.png,114,223,33,0
14640,images/train/114.png,114,497,36,0
14641,images/train/114.png,114,30,39,0
14642,images/train/114.png,114,265,44,0
14643,images/train/114.png,114,358,45,0
14644,images/train/114.png,114,103,47,0
14645,images/train/114.png,114,152,49,0
14646,images/train/114.png,114,437,52,0
14647,images/train/114.png,114,552,52,0
14648,images/train/114.png,114,75,53,0
14649,images/train/114.png,114,292,63,0
14650,images/train/114.png,114,240,68,0
14651,images/train/114.png,114,206,75,0
14652,images/train/114.png,114,573,76,0
14653,images/train/114.png,114,622,76,0
14654,images/train/114.png,114,26,83,0
14655,images/train/114.png,114,172,86,0
14656,images/train/114.png,114,328,88,0
14657,images/train/114.png,114,66,89,0
14658,images/train/114.png,114,92,96,0
14659,images/train/114.png,114,514,99,0
14660,images/train/114.png,114,445,109,0
14661,images/train/114.png,114,601,109,0
14662,images/train/114.png,114,166,120,0
14663,images/train/114.png,114,300,122,0
14664,images/train/114.png,114,123,126,0
14665,images/train/114.png,114,71,128,0
14666,images/train/114.png,114,521,130,0
14667,images/train/114.png,114,559,133,0
14668,images/train/114.png,114,430,139,0
14669,images/train/114.png,114,393,144,0
14670,images/train/114.png,114,345,153,0
14671,images/train/114.png,114,107,154,0
14672,images/train/114.png,114,472,157,0
14673,images/train/114.png,114,140,159,0
14674,images/train/114.png,114,374,162,0
14675,images/train/114.png,114,552,165,0
14676,images/train/114.png,114,286,171,0
14677,images/train/114.png,114,50,172,0
14678,images/train/114.png,114,517,176,0
14679,images/train/114.png,114,333,177,0
14680,images/train/114.png,114,416,177,0
14681,images/train/114.png,114,11,181,0
14682,images/train/114.png,114,581,182,0
14683,images/train/114.png,114,127,184,0
14684,images/train/114.png,114,477,185,0
14685,images/train/114.png,114,616,186,0
14686,images/train/114.png,114,190,192,0
14687,images/train/114.png,114,397,206,0
14688,images/train/114.png,114,90,207,0
14689,images/train/114.png,114,61,207,0
14690,images/train/114.png,114,127,212,0
14691,images/train/114.png,114,456,219,0
14692,images/train/114.png,114,616,221,0
14693,images/train/114.png,114,44,232,0
14694,images/train/114.png,114,196,234,0
14695,images/train/114.png,114,248,241,0
14696,images/train/114.png,114,562,243,0
14697,images/train/114.png,114,517,252,0
14698,images/train/114.png,114,596,255,0
14699,images/train/114.png,114,300,256,0
14700,images/train/114.png,114,630,257,0
14701,images/train/114.png,114,476,257,0
14702,images/train/114.png,114,429,261,0
14703,images/train/114.png,114,36,272,0
14704,images/train/114.png,114,529,273,0
14705,images/train/114.png,114,73,279,0
14706,images/train/114.png,114,578,286,0
14707,images/train/114.png,114,13,288,0
14708,images/train/114.png,114,354,292,0
14709,images/train/114.png,114,117,298,0
14710,images/train/114.png,114,487,303,0
14711,images/train/114.png,114,311,306,0
14712,images/train/114.png,114,227,309,0
14713,images/train/114.png,114,60,315,0
14714,images/train/114.png,114,619,317,0
14715,images/train/114.png,114,463,320,0
14716,images/train/114.png,114,514,320,0
14717,images/train/114.png,114,113,331,0
14718,images/train/114.png,114,551,335,0
14719,images/train/114.png,114,322,347,0
14720,images/train/114.png,114,612,356,0
14721,images/train/114.png,114,577,362,0
14722,images/train/114.png,114,287,363,0
14723,images/train/114.png,114,463,365,0
14724,images/train/114.png,114,381,368,0
14725,images/train/114.png,114,416,369,0
14726,images/train/114.png,114,540,370,0
14727,images/train/114.png,114,130,370,0
14728,images/train/114.png,114,335,377,0
14729,images/train/114.png,114,87,382,0
14730,images/train/114.png,114,237,386,0
14731,images/train/114.png,114,618,390,0
14732,images/train/114.png,114,505,395,0
14733,images/train/114.png,114,306,403,0
14734,images/train/114.png,114,196,404,0
14735,images/train/114.png,114,355,406,0
14736,images/train/114.png,114,464,413,0
14737,images/train/114.png,114,595,419,0
14738,images/train/114.png,114,338,421,0
14739,images/train/114.png,114,88,424,0
14740,images/train/114.png,114,134,435,0
14741,images/train/114.png,114,490,439,0
14742,images/train/114.png,114,189,442,0
14743,images/train/114.png,114,428,444,0
14744,images/train/114.png,114,158,448,0
14745,images/train/114.png,114,522,451,0
14746,images/train/114.png,114,294,456,0
14747,images/train/114.png,114,30,457,0
14748,images/train/114.png,114,594,462,0
14749,images/train/114.png,114,553,465,0
14750,images/train/114.png,114,328,471,0
14751,images/train/114.png,114,471,478,0
14752,images/train/114.png,114,184,488,0
14753,images/train/114.png,114,524,494,0
14754,images/train/114.png,114,272,495,0
14755,images/train/114.png,114,564,503,0
14756,images/train/114.png,114,599,505,0
14757,images/train/114.png,114,362,515,0
14758,images/train/114.png,114,447,515,0
14759,images/train/114.png,114,106,523,0
14760,images/train/114.png,114,611,528,0
14761,images/train/114.png,114,35,533,0
14762,images/train/114.png,114,590,534,0
14763,images/train/114.png,114,388,551,0
14764,images/train/114.png,114,502,551,0
14765,images/train/114.png,114,561,564,0
14766,images/train/114.png,114,528,571,0
14767,images/train/114.png,114,577,595,0
14768,images/train/114.png,114,442,597,0
14769,images/train/114.png,114,353,599,0
14770,images/train/114.png,114,414,627,0
14771,images/train/114.png,114,522,629,0
14772,images/train/114.png,114,560,630,0
14773,images/train/114.png,114,444,631,0
14774,images/train/114.png,114,74,551,0
14775,images/train/114.png,114,35,614,0
14776,images/train/114.png,114,6,579,0
14777,images/train/114.png,114,9,625,0
14778,images/train/114.png,114,64,595,0
14779,images/train/114.png,114,74,631,0
14780,images/train/114.png,114,110,623,0
14781,images/train/114.png,114,146,617,0
14782,images/train/114.png,114,210,625,0
14783,images/train/114.png,114,287,585,0
14784,images/train/114.png,114,251,558,0
14785,images/train/114.png,114,232,534,0
14786,images/train/114.png,114,210,563,0
14787,images/train/114.png,114,404,315,0
14788,images/train/114.png,114,435,302,0
14789,images/train/114.png,114,212,263,0
14790,images/train/114.png,114,261,198,0
14791,images/train/114.png,114,249,163,0
14792,images/train/114.png,114,370,102,0
14793,images/train/114.png,114,231,123,0
14794,images/train/114.png,114,479,108,0
14795,images/train/114.png,114,633,430,0
14796,images/train/115.png,115,198,6,1
14797,images/train/115.png,115,244,15,1
14798,images/train/115.png,115,583,27,1
14799,images/train/115.png,115,440,39,1
14800,images/train/115.png,115,216,45,1
14801,images/train/115.png,115,191,80,1
14802,images/train/115.png,115,237,83,1
14803,images/train/115.png,115,105,111,1
14804,images/train/115.png,115,534,141,1
14805,images/train/115.png,115,139,143,1
14806,images/train/115.png,115,174,145,1
14807,images/train/115.png,115,293,153,1
14808,images/train/115.png,115,181,182,1
14809,images/train/115.png,115,202,241,1
14810,images/train/115.png,115,39,248,1
14811,images/train/115.png,115,170,318,1
14812,images/train/115.png,115,138,371,1
14813,images/train/115.png,115,302,375,1
14814,images/train/115.png,115,134,407,1
14815,images/train/115.png,115,393,459,1
14816,images/train/115.png,115,106,465,1
14817,images/train/115.png,115,286,466,1
14818,images/train/115.png,115,36,482,1
14819,images/train/115.png,115,145,497,1
14820,images/train/115.png,115,219,572,1
14821,images/train/115.png,115,277,9,0
14822,images/train/115.png,115,111,18,0
14823,images/train/115.png,115,500,24,0
14824,images/train/115.png,115,338,27,0
14825,images/train/115.png,115,32,30,0
14826,images/train/115.png,115,468,32,0
14827,images/train/115.png,115,164,40,0
14828,images/train/115.png,115,363,45,0
14829,images/train/115.png,115,121,46,0
14830,images/train/115.png,115,409,57,0
14831,images/train/115.png,115,32,61,0
14832,images/train/115.png,115,572,62,0
14833,images/train/115.png,115,541,65,0
14834,images/train/115.png,115,17,79,0
14835,images/train/115.png,115,480,79,0
14836,images/train/115.png,115,370,82,0
14837,images/train/115.png,115,509,83,0
14838,images/train/115.png,115,601,83,0
14839,images/train/115.png,115,120,86,0
14840,images/train/115.png,115,307,104,0
14841,images/train/115.png,115,337,112,0
14842,images/train/115.png,115,59,114,0
14843,images/train/115.png,115,585,114,0
14844,images/train/115.png,115,490,119,0
14845,images/train/115.png,115,240,126,0
14846,images/train/115.png,115,395,130,0
14847,images/train/115.png,115,462,133,0
14848,images/train/115.png,115,342,141,0
14849,images/train/115.png,115,605,150,0
14850,images/train/115.png,115,121,150,0
14851,images/train/115.png,115,206,151,0
14852,images/train/115.png,115,482,151,0
14853,images/train/115.png,115,378,160,0
14854,images/train/115.png,115,414,163,0
14855,images/train/115.png,115,594,171,0
14856,images/train/115.png,115,91,171,0
14857,images/train/115.png,115,563,172,0
14858,images/train/115.png,115,346,181,0
14859,images/train/115.png,115,486,186,0
14860,images/train/115.png,115,240,194,0
14861,images/train/115.png,115,50,203,0
14862,images/train/115.png,115,410,212,0
14863,images/train/115.png,115,335,220,0
14864,images/train/115.png,115,540,221,0
14865,images/train/115.png,115,365,221,0
14866,images/train/115.png,115,467,222,0
14867,images/train/115.png,115,578,231,0
14868,images/train/115.png,115,491,232,0
14869,images/train/115.png,115,247,246,0
14870,images/train/115.png,115,417,246,0
14871,images/train/115.png,115,532,249,0
14872,images/train/115.png,115,452,257,0
14873,images/train/115.png,115,605,258,0
14874,images/train/115.png,115,336,260,0
14875,images/train/115.png,115,195,275,0
14876,images/train/115.png,115,67,278,0
14877,images/train/115.png,115,592,281,0
14878,images/train/115.png,115,519,286,0
14879,images/train/115.png,115,308,290,0
14880,images/train/115.png,115,239,290,0
14881,images/train/115.png,115,397,290,0
14882,images/train/115.png,115,454,292,0
14883,images/train/115.png,115,31,297,0
14884,images/train/115.png,115,103,301,0
14885,images/train/115.png,115,346,304,0
14886,images/train/115.png,115,418,330,0
14887,images/train/115.png,115,467,332,0
14888,images/train/115.png,115,502,334,0
14889,images/train/115.png,115,380,336,0
14890,images/train/115.png,115,595,337,0
14891,images/train/115.png,115,263,340,0
14892,images/train/115.png,115,32,350,0
14893,images/train/115.png,115,110,352,0
14894,images/train/115.png,115,558,365,0
14895,images/train/115.png,115,241,371,0
14896,images/train/115.png,115,455,371,0
14897,images/train/115.png,115,421,372,0
14898,images/train/115.png,115,49,374,0
14899,images/train/115.png,115,620,374,0
14900,images/train/115.png,115,595,376,0
14901,images/train/115.png,115,488,382,0
14902,images/train/115.png,115,379,386,0
14903,images/train/115.png,115,340,406,0
14904,images/train/115.png,115,310,407,0
14905,images/train/115.png,115,509,416,0
14906,images/train/115.png,115,31,417,0
14907,images/train/115.png,115,572,423,0
14908,images/train/115.png,115,413,426,0
14909,images/train/115.png,115,476,431,0
14910,images/train/115.png,115,532,440,0
14911,images/train/115.png,115,238,441,0
14912,images/train/115.png,115,311,441,0
14913,images/train/115.png,115,451,441,0
14914,images/train/115.png,115,184,442,0
14915,images/train/115.png,115,362,448,0
14916,images/train/115.png,115,144,451,0
14917,images/train/115.png,115,555,469,0
14918,images/train/115.png,115,334,470,0
14919,images/train/115.png,115,202,474,0
14920,images/train/115.png,115,601,476,0
14921,images/train/115.png,115,190,491,0
14922,images/train/115.png,115,425,497,0
14923,images/train/115.png,115,504,504,0
14924,images/train/115.png,115,383,514,0
14925,images/train/115.png,115,473,528,0
14926,images/train/115.png,115,517,532,0
14927,images/train/115.png,115,141,535,0
14928,images/train/115.png,115,454,537,0
14929,images/train/115.png,115,324,549,0
14930,images/train/115.png,115,374,554,0
14931,images/train/115.png,115,95,554,0
14932,images/train/115.png,115,496,562,0
14933,images/train/115.png,115,544,565,0
14934,images/train/115.png,115,421,568,0
14935,images/train/115.png,115,619,570,0
14936,images/train/115.png,115,168,583,0
14937,images/train/115.png,115,384,590,0
14938,images/train/115.png,115,350,593,0
14939,images/train/115.png,115,418,601,0
14940,images/train/115.png,115,500,613,0
14941,images/train/115.png,115,80,615,0
14942,images/train/115.png,115,239,619,0
14943,images/train/115.png,115,403,623,0
14944,images/train/115.png,115,569,626,0
14945,images/train/115.png,115,348,629,0
14946,images/train/115.png,115,4,394,0
14947,images/train/116.png,116,396,20,1
14948,images/train/116.png,116,364,40,1
14949,images/train/116.png,116,420,48,1
14950,images/train/116.png,116,473,185,1
14951,images/train/116.png,116,447,190,1
14952,images/train/116.png,116,449,215,1
14953,images/train/116.png,116,102,236,1
14954,images/train/116.png,116,616,251,1
14955,images/train/116.png,116,255,378,1
14956,images/train/116.png,116,478,384,1
14957,images/train/116.png,116,352,394,1
14958,images/train/116.png,116,496,396,1
14959,images/train/116.png,116,99,433,1
14960,images/train/116.png,116,183,474,1
14961,images/train/116.png,116,514,496,1
14962,images/train/116.png,116,478,533,1
14963,images/train/116.png,116,327,554,1
14964,images/train/116.png,116,481,10,0
14965,images/train/116.png,116,483,68,0
14966,images/train/116.png,116,409,113,0
14967,images/train/116.png,116,455,136,0
14968,images/train/116.png,116,381,154,0
14969,images/train/116.png,116,424,155,0
14970,images/train/116.png,116,478,157,0
14971,images/train/116.png,116,386,215,0
14972,images/train/116.png,116,462,261,0
14973,images/train/116.png,116,355,263,0
14974,images/train/116.png,116,409,326,0
14975,images/train/116.png,116,597,333,0
14976,images/train/116.png,116,481,334,0
14977,images/train/116.png,116,266,352,0
14978,images/train/116.png,116,353,367,0
14979,images/train/116.png,116,436,388,0
14980,images/train/116.png,116,332,407,0
14981,images/train/116.png,116,200,444,0
14982,images/train/116.png,116,113,452,0
14983,images/train/116.png,116,82,467,0
14984,images/train/116.png,116,405,493,0
14985,images/train/116.png,116,456,495,0
14986,images/train/116.png,116,113,497,0
14987,images/train/116.png,116,68,514,0
14988,images/train/116.png,116,31,525,0
14989,images/train/116.png,116,438,545,0
14990,images/train/116.png,116,375,551,0
14991,images/train/116.png,116,292,567,0
14992,images/train/116.png,116,396,577,0
14993,images/train/116.png,116,362,588,0
14994,images/train/117.png,117,521,400,1
14995,images/train/117.png,117,627,426,1
14996,images/train/117.png,117,494,565,1
14997,images/train/117.png,117,452,594,1
14998,images/train/117.png,117,405,619,1
14999,images/train/117.png,117,202,32,0
15000,images/train/117.png,117,130,71,0
15001,images/train/117.png,117,112,83,0
15002,images/train/117.png,117,309,91,0
15003,images/train/117.png,117,167,106,0
15004,images/train/117.png,117,385,126,0
15005,images/train/117.png,117,138,172,0
15006,images/train/117.png,117,140,222,0
15007,images/train/117.png,117,511,223,0
15008,images/train/117.png,117,349,241,0
15009,images/train/117.png,117,299,252,0
15010,images/train/117.png,117,531,257,0
15011,images/train/117.png,117,165,258,0
15012,images/train/117.png,117,219,260,0
15013,images/train/117.png,117,404,275,0
15014,images/train/117.png,117,365,284,0
15015,images/train/117.png,117,260,295,0
15016,images/train/117.png,117,310,299,0
15017,images/train/117.png,117,555,303,0
15018,images/train/117.png,117,373,308,0
15019,images/train/117.png,117,202,313,0
15020,images/train/117.png,117,225,314,0
15021,images/train/117.png,117,338,328,0
15022,images/train/117.png,117,405,335,0
15023,images/train/117.png,117,380,336,0
15024,images/train/117.png,117,142,347,0
15025,images/train/117.png,117,281,352,0
15026,images/train/117.png,117,603,361,0
15027,images/train/117.png,117,215,364,0
15028,images/train/117.png,117,118,376,0
15029,images/train/117.png,117,356,377,0
15030,images/train/117.png,117,93,380,0
15031,images/train/117.png,117,143,393,0
15032,images/train/117.png,117,338,405,0
15033,images/train/117.png,117,72,414,0
15034,images/train/117.png,117,351,444,0
15035,images/train/117.png,117,543,445,0
15036,images/train/117.png,117,538,475,0
15037,images/train/117.png,117,532,535,0
15038,images/train/117.png,117,523,588,0
15039,images/train/117.png,117,477,601,0
15040,images/train/118.png,118,24,24,1
15041,images/train/118.png,118,526,24,1
15042,images/train/118.png,118,123,28,1
15043,images/train/118.png,118,51,39,1
15044,images/train/118.png,118,578,44,1
15045,images/train/118.png,118,183,77,1
15046,images/train/118.png,118,439,79,1
15047,images/train/118.png,118,20,79,1
15048,images/train/118.png,118,97,81,1
15049,images/train/118.png,118,137,105,1
15050,images/train/118.png,118,307,142,1
15051,images/train/118.png,118,515,205,1
15052,images/train/118.png,118,355,222,1
15053,images/train/118.png,118,270,238,1
15054,images/train/118.png,118,393,251,1
15055,images/train/118.png,118,319,253,1
15056,images/train/118.png,118,185,262,1
15057,images/train/118.png,118,585,270,1
15058,images/train/118.png,118,433,316,1
15059,images/train/118.png,118,360,322,1
15060,images/train/118.png,118,285,327,1
15061,images/train/118.png,118,210,338,1
15062,images/train/118.png,118,440,368,1
15063,images/train/118.png,118,409,372,1
15064,images/train/118.png,118,223,378,1
15065,images/train/118.png,118,501,468,1
15066,images/train/118.png,118,440,477,1
15067,images/train/118.png,118,220,483,1
15068,images/train/118.png,118,421,529,1
15069,images/train/118.png,118,111,600,1
15070,images/train/118.png,118,75,601,1
15071,images/train/118.png,118,44,619,1
15072,images/train/118.png,118,265,16,0
15073,images/train/118.png,118,388,31,0
15074,images/train/118.png,118,396,60,0
15075,images/train/118.png,118,243,69,0
15076,images/train/118.png,118,358,85,0
15077,images/train/118.png,118,285,87,0
15078,images/train/118.png,118,252,94,0
15079,images/train/118.png,118,213,111,0
15080,images/train/118.png,118,564,124,0
15081,images/train/118.png,118,395,128,0
15082,images/train/118.png,118,492,128,0
15083,images/train/118.png,118,267,144,0
15084,images/train/118.png,118,434,150,0
15085,images/train/118.png,118,509,150,0
15086,images/train/118.png,118,88,157,0
15087,images/train/118.png,118,197,159,0
15088,images/train/118.png,118,163,167,0
15089,images/train/118.png,118,331,176,0
15090,images/train/118.png,118,111,185,0
15091,images/train/118.png,118,433,197,0
15092,images/train/118.png,118,583,215,0
15093,images/train/118.png,118,614,241,0
15094,images/train/118.png,118,428,245,0
15095,images/train/118.png,118,538,258,0
15096,images/train/118.png,118,141,259,0
15097,images/train/118.png,118,233,264,0
15098,images/train/118.png,118,105,266,0
15099,images/train/118.png,118,147,281,0
15100,images/train/118.png,118,506,289,0
15101,images/train/118.png,118,295,297,0
15102,images/train/118.png,118,192,298,0
15103,images/train/118.png,118,405,325,0
15104,images/train/118.png,118,21,330,0
15105,images/train/118.png,118,50,340,0
15106,images/train/118.png,118,455,340,0
15107,images/train/118.png,118,476,346,0
15108,images/train/118.png,118,554,370,0
15109,images/train/118.png,118,166,371,0
15110,images/train/118.png,118,299,381,0
15111,images/train/118.png,118,72,387,0
15112,images/train/118.png,118,536,392,0
15113,images/train/118.png,118,515,393,0
15114,images/train/118.png,118,474,399,0
15115,images/train/118.png,118,293,412,0
15116,images/train/118.png,118,98,418,0
15117,images/train/118.png,118,22,440,0
15118,images/train/118.png,118,317,441,0
15119,images/train/118.png,118,13,469,0
15120,images/train/118.png,118,331,489,0
15121,images/train/118.png,118,295,496,0
15122,images/train/118.png,118,263,510,0
15123,images/train/118.png,118,311,519,0
15124,images/train/118.png,118,237,521,0
15125,images/train/118.png,118,82,549,0
15126,images/train/118.png,118,15,566,0
15127,images/train/118.png,118,291,568,0
15128,images/train/118.png,118,191,576,0
15129,images/train/118.png,118,242,591,0
15130,images/train/119.png,119,366,51,1
15131,images/train/119.png,119,151,77,1
15132,images/train/119.png,119,421,79,1
15133,images/train/119.png,119,461,84,1
15134,images/train/119.png,119,330,93,1
15135,images/train/119.png,119,169,120,1
15136,images/train/119.png,119,284,124,1
15137,images/train/119.png,119,627,129,1
15138,images/train/119.png,119,590,139,1
15139,images/train/119.png,119,449,153,1
15140,images/train/119.png,119,529,153,1
15141,images/train/119.png,119,167,177,1
15142,images/train/119.png,119,471,179,1
15143,images/train/119.png,119,582,192,1
15144,images/train/119.png,119,22,267,1
15145,images/train/119.png,119,222,299,1
15146,images/train/119.png,119,33,330,1
15147,images/train/119.png,119,516,349,1
15148,images/train/119.png,119,244,360,1
15149,images/train/119.png,119,333,366,1
15150,images/train/119.png,119,308,400,1
15151,images/train/119.png,119,139,416,1
15152,images/train/119.png,119,33,448,1
15153,images/train/119.png,119,91,454,1
15154,images/train/119.png,119,243,474,1
15155,images/train/119.png,119,336,478,1
15156,images/train/119.png,119,451,479,1
15157,images/train/119.png,119,130,481,1
15158,images/train/119.png,119,406,512,1
15159,images/train/119.png,119,139,518,1
15160,images/train/119.png,119,365,527,1
15161,images/train/119.png,119,514,594,1
15162,images/train/119.png,119,465,602,1
15163,images/train/119.png,119,355,6,0
15164,images/train/119.png,119,230,7,0
15165,images/train/119.png,119,136,22,0
15166,images/train/119.png,119,442,31,0
15167,images/train/119.png,119,491,40,0
15168,images/train/119.png,119,211,61,0
15169,images/train/119.png,119,609,90,0
15170,images/train/119.png,119,226,119,0
15171,images/train/119.png,119,557,126,0
15172,images/train/119.png,119,469,128,0
15173,images/train/119.png,119,122,132,0
15174,images/train/119.png,119,405,144,0
15175,images/train/119.png,119,256,150,0
15176,images/train/119.png,119,211,167,0
15177,images/train/119.png,119,611,174,0
15178,images/train/119.png,119,278,177,0
15179,images/train/119.png,119,506,185,0
15180,images/train/119.png,119,103,186,0
15181,images/train/119.png,119,365,195,0
15182,images/train/119.png,119,433,214,0
15183,images/train/119.png,119,175,224,0
15184,images/train/119.png,119,74,240,0
15185,images/train/119.png,119,346,240,0
15186,images/train/119.png,119,276,253,0
15187,images/train/119.png,119,562,274,0
15188,images/train/119.png,119,139,277,0
15189,images/train/119.png,119,401,287,0
15190,images/train/119.png,119,101,305,0
15191,images/train/119.png,119,524,306,0
15192,images/train/119.png,119,587,308,0
15193,images/train/119.png,119,566,323,0
15194,images/train/119.png,119,363,333,0
15195,images/train/119.png,119,361,353,0
15196,images/train/119.png,119,130,357,0
15197,images/train/119.png,119,464,359,0
15198,images/train/119.png,119,409,363,0
15199,images/train/119.png,119,593,372,0
15200,images/train/119.png,119,79,395,0
15201,images/train/119.png,119,436,403,0
15202,images/train/119.png,119,568,415,0
15203,images/train/119.png,119,341,434,0
15204,images/train/119.png,119,447,440,0
15205,images/train/119.png,119,377,445,0
15206,images/train/119.png,119,292,446,0
15207,images/train/119.png,119,502,449,0
15208,images/train/119.png,119,562,458,0
15209,images/train/119.png,119,175,476,0
15210,images/train/119.png,119,502,482,0
15211,images/train/119.png,119,509,490,0
15212,images/train/119.png,119,267,503,0
15213,images/train/119.png,119,620,536,0
15214,images/train/119.png,119,195,537,0
15215,images/train/119.png,119,22,539,0
15216,images/train/119.png,119,548,553,0
15217,images/train/119.png,119,442,555,0
15218,images/train/119.png,119,71,560,0
15219,images/train/119.png,119,496,560,0
15220,images/train/119.png,119,440,562,0
15221,images/train/119.png,119,155,565,0
15222,images/train/119.png,119,570,568,0
15223,images/train/119.png,119,427,568,0
15224,images/train/119.png,119,200,571,0
15225,images/train/119.png,119,223,580,0
15226,images/train/119.png,119,129,593,0
15227,images/train/119.png,119,590,594,0
15228,images/train/119.png,119,552,598,0
15229,images/train/119.png,119,37,610,0
15230,images/train/119.png,119,181,610,0
15231,images/train/119.png,119,529,633,0
15232,images/train/120.png,120,400,27,1
15233,images/train/120.png,120,342,219,1
15234,images/train/120.png,120,60,593,1
15235,images/train/120.png,120,333,599,1
15236,images/train/120.png,120,563,18,0
15237,images/train/120.png,120,150,21,0
15238,images/train/120.png,120,66,26,0
15239,images/train/120.png,120,206,34,0
15240,images/train/120.png,120,607,35,0
15241,images/train/120.png,120,340,43,0
15242,images/train/120.png,120,563,51,0
15243,images/train/120.png,120,610,52,0
15244,images/train/120.png,120,264,54,0
15245,images/train/120.png,120,385,58,0
15246,images/train/120.png,120,150,66,0
15247,images/train/120.png,120,528,66,0
15248,images/train/120.png,120,70,82,0
15249,images/train/120.png,120,538,90,0
15250,images/train/120.png,120,627,93,0
15251,images/train/120.png,120,516,98,0
15252,images/train/120.png,120,421,102,0
15253,images/train/120.png,120,262,104,0
15254,images/train/120.png,120,171,111,0
15255,images/train/120.png,120,460,114,0
15256,images/train/120.png,120,118,124,0
15257,images/train/120.png,120,312,130,0
15258,images/train/120.png,120,446,149,0
15259,images/train/120.png,120,233,159,0
15260,images/train/120.png,120,292,170,0
15261,images/train/120.png,120,416,187,0
15262,images/train/120.png,120,499,200,0
15263,images/train/120.png,120,228,203,0
15264,images/train/120.png,120,419,220,0
15265,images/train/120.png,120,600,226,0
15266,images/train/120.png,120,43,236,0
15267,images/train/120.png,120,168,239,0
15268,images/train/120.png,120,286,243,0
15269,images/train/120.png,120,367,250,0
15270,images/train/120.png,120,465,251,0
15271,images/train/120.png,120,517,251,0
15272,images/train/120.png,120,622,257,0
15273,images/train/120.png,120,59,265,0
15274,images/train/120.png,120,154,276,0
15275,images/train/120.png,120,241,281,0
15276,images/train/120.png,120,359,290,0
15277,images/train/120.png,120,469,293,0
15278,images/train/120.png,120,303,296,0
15279,images/train/120.png,120,171,299,0
15280,images/train/120.png,120,68,303,0
15281,images/train/120.png,120,261,309,0
15282,images/train/120.png,120,454,312,0
15283,images/train/120.png,120,346,321,0
15284,images/train/120.png,120,415,332,0
15285,images/train/120.png,120,127,343,0
15286,images/train/120.png,120,258,348,0
15287,images/train/120.png,120,400,357,0
15288,images/train/120.png,120,441,361,0
15289,images/train/120.png,120,43,365,0
15290,images/train/120.png,120,491,376,0
15291,images/train/120.png,120,290,379,0
15292,images/train/120.png,120,541,381,0
15293,images/train/120.png,120,160,382,0
15294,images/train/120.png,120,77,390,0
15295,images/train/120.png,120,326,390,0
15296,images/train/120.png,120,410,393,0
15297,images/train/120.png,120,217,401,0
15298,images/train/120.png,120,471,414,0
15299,images/train/120.png,120,279,416,0
15300,images/train/120.png,120,122,418,0
15301,images/train/120.png,120,166,421,0
15302,images/train/120.png,120,580,422,0
15303,images/train/120.png,120,70,429,0
15304,images/train/120.png,120,376,429,0
15305,images/train/120.png,120,525,439,0
15306,images/train/120.png,120,247,460,0
15307,images/train/120.png,120,94,467,0
15308,images/train/120.png,120,568,469,0
15309,images/train/120.png,120,147,474,0
15310,images/train/120.png,120,314,477,0
15311,images/train/120.png,120,395,489,0
15312,images/train/120.png,120,171,497,0
15313,images/train/120.png,120,533,503,0
